step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,ep_bestLapTime,terminated,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,actor_loss,critic_loss,critic1_quantile_loss,critic2_quantile_loss,alpha,alpha_loss,entropy,entropy_mean,q_pi_mean,algo
13626,53,234669,693.5970034599304,13785,0.0078707643061956,248,53,0,0.002664215254387,0.0071624792180955,0.0,,,0.0122163522267241,0.0244885999999269,0.0011814823935952,0.0400065530364364,0.041411700000026,0.0007818176382126,0.0413627719999817,23,0.005595202429154,0.006801800000062,0.0003369007594149,,,,,,,,,,SAC
13890,54,234933,705.6008303165436,14052,48.16345051343639,265,54,0,17.629881844206334,37.300201416015625,0.0,,,0.0118047200757557,0.0242222999999057,0.0011772820901425,0.0400145761363631,0.0412483999999722,0.0006920843338977,0.0411654070000781,15,0.0055194848484804,0.0070267999999487,0.0003548030129912,-46.58126831054688,,,,0.0501342415809631,,-2.3814492225646973,,,SAC
13965,55,235008,710.0288729667664,14130,2.885023820416573,76,55,0,3.852461057451652,12.069329261779783,0.0,,,0.0119623253333384,0.0139791999999943,0.0006786121439266,0.0400242293333318,0.0414490000000569,0.0007111552582078,0.0413475460000017,3,0.0055586959999997,0.0069502000000056,0.0004012870641517,,,,,,,,,,SAC
14212,56,235255,721.361542224884,14380,0.0106047031788431,248,56,0,0.0035651690201531,0.0092368237674236,0.0,,,0.0121550522267147,0.0216131000000814,0.0010576718523268,0.040013394736843,0.0417130999999244,0.0007613273298472,0.0414586720000102,21,0.0053905331983832,0.0067701000000397,0.0003267650598239,,,,,,,,,,SAC
14459,57,235502,732.68820977211,14630,0.0098737583040332,248,57,0,0.0033180875653934,0.0088784731924533,0.0,,,0.0122074534412985,0.0205224000000043,0.001009318814733,0.0400185659919091,0.0418999999999414,0.0007712477698412,0.0414771620000033,23,0.0055206352226713,0.0072430000000167,0.0003510085216589,,,,,,,,,,SAC
14936,58,235979,753.2250492572784,15110,105.0469710811099,478,58,0,22.738319055963043,53.24726867675781,0.0,,,0.0118932601677134,0.0228647000000137,0.0009927042020877,0.0400115350104825,0.0420415999999477,0.0006765075993322,0.0411048639999808,11,0.0054339192872102,0.006780699999922,0.0003135108947678,,,,,,,,,,SAC
15350,59,236393,771.2292890548706,15527,171.78464362126255,415,59,0,40.642691210627625,64.04499053955078,0.0,,,0.011789613526567,0.0268240000000332,0.0015608814249517,0.0400119074879232,0.04168930000003,0.0006630948068487,0.0411370750000185,10,0.0048691975845404,0.0111842000000024,0.001457641097386,-47.28734588623047,,,,0.0416523329913616,,-3.174675464630127,,,SAC
15483,60,236526,777.9788792133331,15663,17.53847932585277,134,60,0,12.987511366699586,20.13140296936035,0.0,,,0.0117181676691725,0.0142302000000427,0.0006301513182059,0.0400078060150399,0.0411450999999942,0.0006718392652322,0.041123672000026,6,0.0054546300751917,0.0060279999999011,0.0001973000904974,,,,,,,,,,SAC
15797,61,236840,791.981175661087,15980,87.43658424407994,315,61,0,27.5579954908259,45.13950729370117,0.0,,,0.0120527312101924,0.027151599999911,0.0019441312286274,0.040013703184715,0.0416156,0.0007060266590588,0.041173404999995,11,0.0045930722929928,0.0112308000000211,0.0017044198019384,,,,,,,,,,SAC
16121,62,237164,806.401572227478,16307,91.2222645803714,325,62,0,27.701175716573086,50.12691879272461,0.0,,,0.0121152074074076,0.0263086999999586,0.0015676333147877,0.040011996913583,0.0419768000000431,0.0006393477158604,0.040993207999993,4,0.0047248419753042,0.0115075999999589,0.0016910759781792,,,,,,,,,,SAC
16723,63,237766,831.991598367691,16912,281.5110465711574,603,63,0,44.758288271022245,67.20194244384766,0.0,,,0.0124855671096329,0.0277922000000216,0.0014869956891506,0.0400124820598017,0.0419095000000879,0.0006661192007286,0.040971486999955,5,0.0050494941860474,0.0112801000000217,0.001270065934232,,,,,,,,,,SAC
16823,64,237866,837.4168758392334,17015,11.475436289871052,101,64,0,10.647435082873043,19.42586898803711,0.0,,,0.0120349939999948,0.0147787999999309,0.0006705171922922,0.0400176330000033,0.0410276000000067,0.0007080776830329,0.040960576999962,1,0.0052698070000019,0.0067142999999987,0.000420644714514,,,,,,,,,,SAC
16999,65,238042,845.9078752994537,17194,36.129320713036414,177,65,0,21.19792920209883,38.75046157836914,0.0,,,0.0120021397727256,0.0208335000000943,0.0009505207265523,0.0400152017045465,0.0409730000000081,0.000572443148676,0.0408418999999469,0,0.0053664818181838,0.0064733000000387,0.0004018941704195,,,,,,,,,,SAC
17108,66,238151,851.7142434120178,17306,11.686486037234337,110,66,0,10.594415768740742,18.32025909423828,0.0,,,0.0122407330275286,0.0215440000000626,0.001546047072112,0.0400180963302771,0.0413937999999234,0.0007304153179381,0.0410503880000624,5,0.005222580733948,0.0073591000000305,0.0006108844803669,,,,,,,,,,SAC
17655,67,238698,875.0707433223724,17856,235.2114650496104,548,67,0,42.66505654388943,61.71129989624024,0.0,,,0.0118702974405844,0.0215034000000287,0.0008215158683172,0.0400111996343685,0.0413550999999188,0.0005949820176096,0.0410497500000087,9,0.0054724085923229,0.0069825000000491,0.0003676013722317,,,,,,,,,,SAC
17726,68,238769,879.350751876831,17930,5.781101183881501,72,68,0,7.0547111956240975,14.01891803741455,0.0,,,0.0123994281690185,0.0257126000000198,0.0027558135784053,0.0400318225352127,0.0416344999999864,0.0006823190142788,0.0414504700000293,5,0.0051126718309833,0.0106415000000197,0.0012661038251674,,,,,,,,,,SAC
18439,69,239482,909.3738224506378,18646,382.57760287628537,714,69,0,50.2539005851274,71.56259155273438,0.0,,,0.0121371332398336,0.0199231999999938,0.000991853401901,0.0400082346423574,0.0413454000000683,0.0007017709861622,0.0411402200000384,35,0.0055652089761573,0.0067030999999815,0.0003492719674029,,,,,,,,,,SAC
18656,70,239699,919.4962060451508,18866,24.46395586380712,218,70,0,11.557101833981925,26.52756690979004,0.0,,,0.0116117428571417,0.0223136999999269,0.001150525955882,0.0400091456221165,0.0412449000000378,0.0006699212255726,0.0411538319999954,11,0.0055586751152092,0.0068416000000297,0.0003386324108886,,,,,,,,,,SAC
18771,71,239814,925.524628162384,18984,9.942229269498927,116,71,0,8.873090986351098,14.91226291656494,0.0,,,0.011713233913049,0.0160260000000107,0.0010424129995838,0.0400181469565209,0.0412477999999509,0.000721861709058,0.0411918700000342,8,0.0054450921739109,0.0072053999999752,0.0004119481806033,,,,,,,,,,SAC
19125,72,240168,941.153309583664,19341,103.4174944726777,355,72,0,30.863831714852253,52.59892272949219,0.0,,,0.0117511533898259,0.016263399999957,0.0008004081597598,0.0400128257062121,0.0413476999999602,0.0006460997402439,0.0411748450000595,15,0.0054194203389808,0.007229499999994,0.0003473359855742,,,,,,,,,,SAC
19525,73,240568,958.6014184951782,19744,159.55391598954049,401,73,0,37.281693134150885,57.898475646972656,0.0,,,0.0120752360000051,0.0270796000000927,0.0016393787452636,0.0400126207499988,0.0417201000000204,0.0007313105828555,0.0414033299999357,24,0.0048200790000007,0.0106989000000794,0.0015882233922896,,,,,,,,,,SAC
19616,74,240659,963.6926171779633,19838,10.020696380970092,92,74,0,9.72311608532555,18.532445907592773,0.0,,,0.0124045494505448,0.0297370999999202,0.0034708736468494,0.0400174043956035,0.042521899999997,0.0007857224472858,0.0413763800000651,6,0.0051326483516387,0.0134233999999651,0.0014759261716047,,,,,,,,,,SAC
